title,description,genres
Still Laugh-In: The Stars Celebrate,"Hollywood's finest pay tribute to ""Rowan and Martin's Laugh-In"" for an uncensored and unforgettable celebration at The Dolby Theater.","['comedy', 'music']"
Mi amigo Alexis,"When a young soccer fan and his idol forge an unexpected friendship, the connection teaches them both lessons about life and their love of the game.","['drama', 'family', 'comedy', 'sport']"
Vir Das: For India,"From the Vedas to Vasco de Gama to vacuous Bollywood plotlines, comedian Vir Das celebrates the history of India with his one-of-a-kind perspective.",['comedy']
True: Friendship Day,"When a giant Grippity-Grab snags Grizelda's friendship bracelet and turns her into a mermaid, True heads under the sea with magic wishes to save the day.","['animation', 'family']"
Shimla Mirchi,"While on holiday, Avi meets Naina and falls in love with her. Smitten, he decides to stay and work in her cafe. He confesses his love in a letter, however it's Naina's mother who mistakenly reads it.","['romance', 'comedy']"
Oh! Baby,"A 70-year-old woman transforms into her 24-year-old self after she's photographed at a studio, changing her life and those of the people around her forever.",['drama']
Felix Lobrecht: Hype,"Felix Lobrecht aims his dark humor at overly polite culture, weird laughter, the sheer awkwardness of a walking baby and more in this stand-up special.",['comedy']
Evelyn,"Haunted by the suicide of a brother, a director and his kin walk across the UK in an emotionally trying, visually sublime journey toward healing.",['documentation']
The Unknown Saint,"Moments before his capture by police, a thief digs a grave to hide a bag of money. Released from prison years later he returns to retrieve the bag, only to find a shrine to an Unknown Saint build directly over his loot, and a brand new village constructed all around it.","['comedy', 'drama', 'crime']"
Penalty,"A story of a North-east Indian football player who's fighting day and night with the society in order to achieve his dreams. The film covers all kinds of layers in one single film from negative backlashes, social pressures to a complete change over in one's life.","['sport', 'drama']"
All in My Family,"After starting a family of his very own in the United States, a gay filmmaker documents his loving, traditional Chinese family's process of acceptance.",['documentation']
Albert  Pinto Ko Gussa Kyun Aata Hai?,"Albert Pinto goes missing one day and his girlfriend and family start making rounds at the police station to track him down. Unknown to them, he is on his way to Goa to carry out his first assignment as a hitman.","['crime', 'drama']"
Spirit Riding Free: Spirit of Christmas,"Lucky and her friends venture into town on Christmas Eve in an attempt to fulfill their holiday plans. But when distractions lead to delays, they must figure out how to get home in time for Christmas in the middle of a serious snowstorm!","['animation', 'family', 'action', 'comedy', 'drama']"
AK vs AK,"After a public spat with a movie star,  a disgraced director retaliates by kidnapping the actor's daughter, filming the search for her in real-time.","['drama', 'action', 'crime', 'thriller', 'comedy']"
Nneka the Pretty Serpent,"When her parents are murdered, Nneka encounters the Queen of the Coast who offers to help her in revealing the identities of people who killed her parents. This changes the course of her life as she sets out on a mission of revenge.","['horror', 'thriller', 'fantasy']"
Varane Avashyamund,"A divorced woman trying to get hired as a French tutor and teaching classical dance, and she has a daughter. Her brother Manuel also resides in a flat in Chennai. Their next door neighbours are Unnikrishnan, a retired Major who has a pet dog, Prabhakaran and Bibeesh who lives with a serial-actress aunt (not related by blood) and his young school going brother. The story revolves around the divorced mother and daughter finding happiness of love in their own ways. The film explores commonality of romantic love in different stages of life.","['comedy', 'family', 'romance', 'drama']"
Chopsticks,A gifted but insecure woman is in for a transformative experience when she enlists the help of an enigmatic con artist to recover her stolen car,"['comedy', 'drama']"
U-Turn,U turn tells the story of a budding investigator and a cop who will uncover the new conspiracies of a bike gang.,"['thriller', 'horror']"
Kappela,"Set in the village areas of Wayanad, Malappuram and Kannur, Kappela revolves around an ordinary, innocent girl who comes to Kozhikode city from a high range area called Poovarmala.","['romance', 'comedy']"
The Fisherman's Diary,A 12-year old girl - Ekah (Faith Fidel) is inspired by the story of the youngest Noble Peace Prize Winner - Malala Yousafzai's. She is determined to go to school in a village of fisherman where the education of a girl child is considered to be a taboo. Her burning drive and determination to break this old adage gets her embroiled with her father's - Solomon (Kang Quintus) past experience with girl child education.,['drama']
Back to School,Two adults go to their middle school reunion in order to show off their success to old bullies teenage crushes..,['comedy']
After the Raid,"A large immigration raid in a small Tennessee town leaves emotional fallout as well as far-reaching questions about justice, faith and humanity.",['documentation']
ReMastered: Massacre at the Stadium,"For years, the murder of Chilean protest singer Victor Jara was blamed on an official in Pinochet's army. Now in exile, he tries to exonerate himself.","['documentation', 'drama']"
Fearless,A teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.,"['animation', 'family', 'scifi', 'documentation', 'comedy']"
Chaman Bahar,"An ambitious young man, in a small town in Central India, sets up a paan shop to a floundering start. His fortunes start to change dramatically when a family shifts in the house across the road. Hordes of boys start following the teenage girl from the family and set up an ""adda"" at Billu's shop. His business flourishes tremendously but Billu is now more unhappy than ever, as he has fallen for the girl himself!","['drama', 'comedy']"
Reframe THEATER EXPERIENCE with you,"Perfume's Reframe 2019 concert, performed to great effect in the newly reconstructed LINE Cube Shibuya, is recreated as a high-tech concert film.",['music']
Sethum Aayiram Pon,"Meeting after many years, a makeup artist and her grandmother revisit tensions from an old family feud that still hangs heavy between them.","['drama', 'family']"
ReMastered: The Lion's Share,"After discovering the family of Solomon Linda, the writer of ""The Lion Sleeps Tonight,"" a reporter tries to help them fight for fair compensation.","['music', 'documentation']"
Thomas & Friends: Digs & Discoveries,"Thomas the Tank Engine has traveled a lot, but is now going to Italy for the first time! There he meets the nice and smart Gina, an expert in everything that is Italian. Thomas believes he is very smart and wants to prove to Gina that he does not need her help, but in reality he is astonished by everything he sees... Because why is that tower so crooked? And why do the buildings look so unfinished? And what about the mysterious story of the Lost Locomotive? When Thomas gets lost in an old mine because of his recklessness, he soon finds out that learning new things - just like making new friends - takes time!","['family', 'animation']"
"Ray Romano: Right Here, Around the Corner","Ray Romano cut his stand-up teeth at the Comedy Cellar in New York. Now, in his first comedy special in 23 years, he returns to where it all began.","['comedy', 'documentation']"
Arsenio Hall: Smart and Classy,"In his first stand-up special, Arsenio Hall discusses getting older, the changing times and culture, social issues and even bothersome baby toes.",['comedy']
Guna 369,"Guna is a happy-go-lucky guy who believes the solution to solving issues is not through violence but through compromise.When he is framed for a crime he didn't commit by someone close to him, Guna is left with no choice and forced to the extremes to prove his innocence.","['romance', 'action', 'drama']"
High & Low: The Worst,"Demon High School is divide into a part-time system and a full-time system, Yoshiki Murayama is the head of the Demon high school and Kaede Hanaoka has an ambition to take on the full-time world in order to challenge Murayama one day.","['action', 'comedy']"
Whipped,Four buddies attend a class taught by a love guru who leads them to question their romantic attachments — until her hidden agenda comes to light.,"['drama', 'romance', 'comedy']"
Masameer: The Movie,"Danah, a Saudi girl with a passion for artificial intelligence embark on a journey to create good in the world using robotics. Meanwhile, three friends Saad, Saltooh and Kalb hit rock bottom and go on a journey of their own to prove themselves to society by becoming crime fighting superheroes.","['animation', 'comedy', 'action', 'drama']"
Luccas Neto in: Summer Camp,Luccas and Gi are heading to a world famous gymkhana camp. Only problem: so are their bullies... A fun musical that will get you in a vacation mood.,['comedy']
Bulbul Can Sing,"Coming-of-age drama about a young girl living in rural India, fighting her way through love and loss as she figures out who she really is.",['drama']
Maska,"Determined to make it in showbiz, an aspiring young actor considers turning his back on the beloved Irani café run by his family for generations.","['comedy', 'drama', 'romance']"
The 3rd Eye 2,"After her sister died, Alia decides to start a new life by living in an orphanage owned by Mrs Laksmi and Mr Fadli as well as doing social work there. But Alia feels something wrong with the orphanage. Moreover, Nadia, one of the orphanage who apparently also has an inner eyes like Alia, can hears mysterious voices asking for help from all over the walls of the house. Alia and Nadia open a mysterious locked room. Since then disasters begin. It turns out that Alia and Nadia had made a big mistake and releases Darmah, a vengeful spirit that was deliberately locked in the room. Together with Mrs Windu, the paranormal and mentor of her inner eyes, Alia must confront Darmah and save the orphanage.","['thriller', 'horror', 'drama', 'fantasy']"
Dead Kids,A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid -- until their kidnapping scheme turns deadly.,"['crime', 'drama', 'thriller']"
Too Handsome To Handle,"Wary of the effects of his good looks on others, a shut-in agrees to attend high school for the first time and meets a girl who's immune to his charm.","['comedy', 'drama', 'romance']"
Ginny Weds Sunny,"Delhi girl Ginny lives with her matchmaker mother and is set up with Sunny, who has given up on the idea of love. He just wants to get married and settle down. But, the match is not that simple. As Ginny meets Sunny, there’s a lot more that comes to the fore than previously imagined in this tale of love, life, weddings and music.","['comedy', 'drama', 'romance']"
Dark City Beneath the Beat,"Dark City Beneath The Beat is an audiovisual experience that defines the soundscape of Baltimore city. Inspired by an all original Baltimore club music soundtrack, the film spotlights local club artists, DJs, dancers, producers, and Baltimore’s budding creative community as they are realizing their life dreams. Rhythmic and raw, these stories illustrate the unique characteristics of the city’s landscape and social climate through music, poetry, and dance. From the city’s social climate to its creative LGBTQ community, Dark City Beneath The Beat showcases Baltimore club music as a positive subculture in a city overshadowed by trauma, drugs, and violence.","['documentation', 'music']"
The Car: Road to Revenge,"In a dilapidated cyberpunk city plagued by crime and corruption, an unscrupulous District Attorney is savagely murdered and tossed out of a building onto his brand new car. Mysteriously, the District Attorney and his car come back to life as a single being with a thirst for vengeance. The eerie driver-less car embarks on a vicious rampage exacting revenge on the criminals who murdered him. The Car: Road to Revenge is the stylized sequel to the unconventional horror cult classic The Car (1977), and features an homage to the original with the return of Ronny Cox as the Mechanic.","['action', 'horror', 'thriller', 'scifi']"
Jezebel,"A true story. In the last days of her mother’s life, 19-year-old Tiffany crashes with five family members in a Las Vegas studio apartment. In order to make ends meet, her sister, a phone sex operator, introduces her to the world of fetish cam girls.",['drama']
Kenny Sebastian: The Most Interesting Person in the Room,"Fusing his musical and stand-up chops, Kenny Sebastian gets analytical about frumpy footwear, flightless birds and his fear of not being funny enough.",['comedy']
Father Soldier Son,"When Sgt. First Class Brian Eisch is critically wounded in Afghanistan, it sets him and his sons on a journey of love, loss, redemption and legacy.","['war', 'documentation']"
Juanita,"Fed up with her deadbeat grown kids and marginal urban existence, Juanita takes a Greyhound bus to Paper Moon, Montana - where she reinvents herself and finds her mojo.",['drama']
A Family Reunion Christmas,M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,"['comedy', 'family']"
Nimbe: The Movie,"Nimbe is a story addressing the issues associated with drug abuse, some of the causes, how to identify and avoid such.",['drama']
Scarecrow,"The story revolves around a grandfather who stole a rare masterpiece belonging to the late singer (Umm Kulthum) in his youth, but after years passes, he finds himself chased by those who want to have this piece, which makes him resort to the help of his only grandson.",['comedy']
Chippa,"On the eve of his tenth birthday, when Chippa receives a letter for his long-absent father, he decides to leave his pavement abode to find out more.",['drama']
Isa Pa with Feelings,A frustrated architect finds solace with a deaf-mute neighbor. But their relationship is faced with challenges as miscommunications kicked in.,"['comedy', 'romance', 'drama']"
Fire in Paradise,"In this documentary, survivors recall the catastrophic 2018 Camp Fire, which razed the town of Paradise and became California’s deadliest wildfire.",['documentation']
Omo Ghetto: The Saga,Omo Ghetto (Child of the Ghetto) franchise tells the story of twin sisters leading separate lives but are reunited by series of dramatic twists.,"['comedy', 'action', 'drama']"
Spookley and the Christmas Kittens,Spookley and Mistletoe encounter three stray kittens for whom they must brave a raging winter storm to find a home.,['music']
The Knight and the Princess,"An unwavering young warrior's determination to save women and children abducted by pirates, leads him to his sweetheart and to confront a brutal tyrant and his devious sorcerer.","['comedy', 'family', 'fantasy', 'history', 'animation', 'action']"
The End,"When the end is written even before everything begins, and Khaled's future is in risk for a crime he didn't do, An officer is set to bring him down.",['crime']
Ari Eldjárn: Pardon My Icelandic,"Comedian Ari Eldjárn pokes fun at Nordic rivalries, Hollywood’s take on Thor, the whims of toddlers and more.",['comedy']
Boi,"Boi is a young man starting out in a new job as a chauffeur. While anxiously waiting for news from his girlfriend regarding a decision that could change both their lives, he must accompany his first clients, Michael and Gordon, two Asian businessmen who have come to Barcelona in order to close a multimillion-dollar deal.","['thriller', 'european']"
Showtime 1958,"The true story behind the iconic Selamat Hari Raya song written in 1958, by P. Ramlee and Jamil Sulong during a variety show which they had organised to collect funds for fellow performers and friends who had lost their jobs at the studio.",['drama']
One-Way to Tomorrow,"Two strangers meet on a journey from Ankara to Izmir. Although having a rough start, their relationship takes a different path when they realize they have to confront themselves and would like to clean the slate as they get to know each other.","['comedy', 'romance', 'drama']"
"Colin Quinn: Red State, Blue State",Stand-up comedian Colin Quinn calls out the hypocrisies of the left and the right in this special based on his politically charged Off-Broadway show.,['comedy']
Malibu Rescue: The Next Wave,"It’s summer again, and everyone’s favorite Junior Rescuers, The Flounders, are back at Tower 2. With the International Junior Rescue Championships headed to Southern California, the eyes of the entire planet are on Malibu Beach. But when Team USA falls victim to a bout of food poisoning, it’s up to Tyler, Dylan, Eric, Lizzie and Gina to represent their country in the world's most extreme lifeguard challenge!","['comedy', 'family', 'action']"
Money Trap,"Asim Noyan swindles people with his lies and games. Asim Noyan and his gang, who no one else has been able to catch, get into a ruse again.","['action', 'comedy', 'crime', 'drama']"
Kaali Khuhi,"When a restless spirit curses a Punjab village that has a history of female infanticide, the town's fate lies in the hands of a 10-year old girl, Shivangi.","['thriller', 'horror', 'drama']"
Nothing to Lose 2,Part 2 of Edir Macedo's self-financed biopic.,['drama']
Blood Will Tell,Thriller about a family whose ties are put to the test when the patriarch’s wife dies.,"['thriller', 'drama']"
George Lopez: We'll Do It for Half,"Comedian George Lopez tackles the future and the past of Latinx culture in America, touching on immigration, his tough relatives, aging and much more.",['comedy']
Time Out,"A woman who works as a DJ is known to live alone and has her own messy world, but when she meets a teacher who is always serious and well organized, the contradiction between their personalities result in many comedic situations.","['comedy', 'drama', 'romance']"
Dark Forces,"In search of his sister, a renegade criminal seeks answers at a sordid hotel where he encounters a sinister guest and romances a mysterious waitress.","['horror', 'thriller', 'action']"
Pegasus,"Zhang Chi, a hubris and dominating six-time racing champion, falls from grace following a crisis. After a five-year suspension from the motorsport, the now single-father to a six-year-old boy throws down the gauntlet once again.","['comedy', 'action', 'fantasy', 'sport']"
Bhangra Paa Le,Jaggi comes from a Punjabi background and he aspires to take the popular Punjabi dance form of 'Bhangra' to an international platform and passionately works towards his dream. He meets his college rival in Simi and they both compete with each other to win the international dance competition.,"['music', 'comedy', 'drama']"
Milestone,"As soon as veteran driver Ghalib’s truck touches the 500,000 kilometers mark - a record at his company - he is struck by a sudden pain in his back. As Ghalib struggles with this ache, an existential threat begins to overwhelm him when he is asked to train a young new driver.",['drama']
122,"During a bloody night, a young man and his lover are struggling, not to get to the hospital, but to escape and survive.","['horror', 'thriller']"
Saavat,The journey of a woman who overcomes her personal anguish to help deliver justice to another woman trapped in a web of deceit and deception.,"['thriller', 'crime', 'drama']"
Dorasani,Dorasani explores the periodic tale of love between a rich lady Devaki and a poor boy Raju.,"['drama', 'romance']"
Krishna and His Leela,"Torn between his past and present girlfriends, a confused bachelor's indecisiveness spins a web of lies and cheating as he struggles to commit.","['comedy', 'romance']"
A Go! Go! Cory Carson Halloween,"Cory, Chrissy and Freddie are on the hunt for king-sized candy bars this Halloween! But are all the treats worth the trek to the spooky side of town?","['animation', 'family', 'horror']"
Axone,"This bittersweet comedy follows immigrants in Delhi who are attempting to organise a wedding party, but soon find everything going wrong.","['comedy', 'drama']"
Dilan 1991,"Dilan's involvement in the motorbike gang imperils his relationship with Milea, whose distant relative returns from Belgium.","['drama', 'romance']"
A Go! Go! Cory Carson Christmas,"When a familiar-looking stranger crashes in without a memory, cory helps him remember the magic of Christmas to save the holiday for everyone","['animation', 'family']"
Dying to Tell,"In 2012, awarded filmmaker Hernán Zin suffered an accident in Afghanistan that changed his life forever. The traumas he had been accumulating during 20 years of war reporting suddenly imploded. He began suffering depression, loneliness and self-destructive behaviors. Searching for answers of what happened to him, Hernán Zin decided to interview other journalists. He asked them about their traumas, their losses, their fears and their families. DYING TO TELL is the first documentary film ever made about trauma in war reporters. It is a brutal and torn portrait of war, and a tribute to those who risk their lives for the world to be informed.  —Contramedia Films","['documentation', 'european']"
Tootsies & The Fake,"After knocking a celebrity unconscious before a huge job, a bumbling pack of pals tries to avoid a lawsuit by replacing her with a look-alike.",['comedy']
Tee Shot: Ariya Jutanugarn,"This biopic follows pro golfer Ariya Jutanugarn's journey to the LPGA tour, from child prodigy to her number-one ranking in the world.",['drama']
Namaste Wahala,A Nigerian woman and an Indian man won't let cultural differences get in the way of their romance.,"['comedy', 'drama', 'romance']"
Guillermo Vilas: Settling the Score,"For more than forty years, Argentinean sportsman Guillermo Vilas, a tennis legend, has tirelessly demanded that the official rankings (1973-78) be revised in order to finally be recognized as the best player in the world. Eduardo Puppo, a sports journalist, making Vilas' demand his own, fought for more than ten years against a powerful sports corporation to prove that Vilas was indeed unfairly displaced from the top of world tennis.","['documentation', 'sport']"
The Beginning of Life 2: Outside,"Genuine connections between children and nature can revolutionize our future. But is this discovery still possible in the world's major urban centers? The new chapter of ""The Beginning of Life"" reveals the transformative power of this concept.",['documentation']
90 ML,"Thamara, Paru, Kajal and Suganya are four friends who are rather tired of their uneventful routine. However, things take a turn for the better with the arrival of the spirited and outgoing Rita, a young woman who encourages them to live their lives to the fullest.","['drama', 'romance', 'comedy']"
Soulmate,A romantic film presenting a love story that is both sweet and bitter. Can love be found amidst clashes and troubles?,['drama']
Citation,A bright student in Nigeria takes on the academic establishment when she reports a popular professor who tried to rape her. Based on real events.,"['thriller', 'drama']"
Adam Devine: Best Time of Our Lives,"Frenetic comic Adam Devine talks teen awkwardness, celebrity encounters, his ""Pitch Perfect"" audition and more in a special from his hometown of Omaha.",['comedy']
Dogwashers,"When a narco past his prime refuses to pay a debt to an upstart, only a secret stash of money can save his men. But guess what the gardener just found?","['crime', 'drama', 'comedy']"
Small Chops,"When a business mogul hires an exotic dancer for a weekend of entertainment, it quickly morphs into a messy situation full of misunderstanding.",['drama']
Kaagar,"In a small Maharashtrian town, a woman's rise in the political hierarchy creates ripples across the social-political spectrum. Directed by Makarand Mane, KaaGaR stars Rinku Rajguru in the lead role.","['crime', 'drama']"
Sol Levante,A young warrior and her familiar search for the sacred place said to fulfill wishes. It's best not to anger the ancient guardians and spirits.,"['fantasy', 'scifi']"
Stunt School,An aspiring actress is admitted to a prestigious conservatory but must pay her tuition by working as a performer for an unusual company.,['comedy']
Bypass Road,"The story revolves around a young man, Vikram, who is a fashion prodigy. The story is layered with a murder in town.","['thriller', 'drama']"
La Vocera,"A healer chosen to heal an ailing country. The Spokeswoman (La Vocera), the one who carries our voices is Maria de Jesús Patricio, the first indigenous woman to aspire to the presidency in Mexico. Her journey also tells the story behind the Indigenous Government Council's fight to preserve nature and for a new way of understanding progress in the world today.",['documentation']
Fan Girl,A starstruck girl sneaks into an actor’s house and discovers a horrifying truth about her idol.,['drama']
Ahaan,"Jilted by his wife, a man with OCD finds eye opening common ground and camaraderie with his neighbor, a young man with Down Syndrome.","['comedy', 'drama']"
Ricardo Quevedo: los amargados somos más,"From how social media can ruin relationships to the perils of buying a gift for a woman, comic Ricardo Quevedo dissects life's trials and tribulations.",['comedy']
Deon Cole: Cole Hearted,"Embracing his belief that comedy is the last raw form of expression, Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",['comedy']
Who's the Boss,"This narrates the story of a Young and ambitious employee who tries to work her way to the top, but keeps being de-valued. She decided to take a bold step which ends her in a position she deserves to be and without love for a long time.","['comedy', 'romance']"
27 Steps of May,"Eight years ago, 14 year old May was raped by a group of men. May’s father is devastated, blaming himself for not being able to keep his daughter safe. Traumatized significantly by this incident, May withdraws completely from life.",['drama']
Mere Pyare Prime Minister,A story about four children living in a Mumbai slum in India. An eight-year old Kanhu writes a letter to the Prime Minister after a dramatic incident with his mother.,['drama']
The Netflix Afterparty: The Best Shows of The Worst Year,"David Spade, Fortune Feimster and London Hughes welcome guests from Tiger King, Emily in Paris, The Queen's Gambit, and more.",['documentation']
Brother in Love,"After a series of lies and misunderstandings, Aykut, a straightforward craftsmen, finds himself in the middle of wedding plans with Gulsah, an insurance broker. The problem is that Aykut is marrying with his fiance Nurhan a week later, whose family could kill him if they know the truth.","['comedy', 'family']"
All Because of You,"After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place.","['romance', 'comedy', 'action']"
Urzila Carlson: Overqualified Loser,"Stand-up comedian Urzila Carlson keeps the crowd roaring with her thoughts on recasting ""The Biggest Loser,"" sex tape regrets and boxed wine hangovers.",['comedy']
From Stress to Happiness,"Alejandro is an ordinary man, in the year 2018 he has a unique opportunity: to travel in a very close way along a Buddhist monk who lived 50 years in the Himalayas and accompanied the most recognized masters of Tibetan Buddhism",['documentation']
Luccas Neto em: Uma Babá Muito Esquisita,Luccas and Gi forgot about Mother's Day and now they need to find a special present. Get together with the brothers and their freaky babysitter in this new adventure!,"['comedy', 'family']"
You Are My Home,"This drama follows the relationship of a heartbroken woman and a young immigrant girl who has lost her mother at the border, coming together just before Christmas.",['family']
Jai Mummy Di,Jai Mummy Di is a light-hearted family comedy that portrays the trials and tribulations a couple has to undergo due to the dynamics between their respective mothers.,"['comedy', 'drama', 'romance']"
One Day We'll Talk About Today,"Three siblings live in happy-looking families, but one of them changes and gets warned by his parents, prompting the rebellion of the three siblings which led to the discovery of the secrets and great trauma in their families.","['drama', 'family', 'music', 'documentation']"
Perfume Imaginary Museum “Time Warp”,"When the world had to stay home, they brought their concert online. Immersive, candy-sweet and cutting edge, Warp into it.",['music']
Mauricio Meirelles: Generating Chaos,"He's mid-30s going on 79, with scathingly funny views on fatherhood, marriage and society. Let Maurício Meirelles give you a tour of his chaotic mind.",['comedy']
Dolly Kitty and Those Twinkling Stars,"A disillusioned Delhi wife (Dolly), and her new-in-town cousin (Kitty), navigate damning secrets, dreams and their thorny dynamic on their respective roads to freedom.","['drama', 'comedy']"
Giving Voice,"Every year, thousands of high schoolers enter the August Wilson monologue competition for a chance to perform on Broadway. This film follows these students, examining how Wilson and his characters speak to a new generation, inspiring them to listen to his words and find their own voice.",['documentation']
Mariposa,"Iqbal (Angga Yunanda) is like a Mariposa butterfly to Acha (Adhisty Zara). Each time someone approach, he always runs away. Acha is determined to win Iqbal, a man known to be handsome, smart, yet cold.","['comedy', 'drama', 'romance']"
True: Happy Hearts Day,"True and Bartleby try to cheer up the Rainbow Kingdom's loneliest citizen, but his gloomy mood is contagious! Can a trio of wishes turn things around?","['action', 'animation', 'family']"
Kedibone,"An exotically beautiful Sotho girl, Kedibone Manamela, chooses to live her youth on the fast lane. Veiled from her loyal childhood boyfriend's eyes, she bounces between being a good girl in the township and the 'it' girl on the high end of Johannesburg streets. A dark threat looms over the day when the news of Kedibone's escapades reaches the young man.",['drama']
Kevin Hart's Guide to Black History,Kevin Hart highlights the fascinating contributions of black history's unsung heroes in this entertaining -- and educational -- comedy special.,['comedy']
London Hughes: To Catch A D*ck,"London Hughes, the sauciest comedian to come out of the UK, takes us on a brilliant and bold tour of her d*ck catching history.",['comedy']
Jeff Garlin: Our Man in Chicago,"Comedian Jeff Garlin (unintentionally) celebrates his 37th year of stand-up and shares his learnings on love, loss, success and food addiction.",['comedy']
Milea,"Years after his teen romance with Milea, a now-adult Dilan tells his version of their love story when a high school reunion brings them back together.","['drama', 'romance']"
Guatemala: Heart of the Mayan World,"From Sierra de las Minas to Esquipulas, explore Guatemala's cultural and geological wealth, including ancient Mayan cities and other natural wonders.",['documentation']
The House of Flowers Presents: The Funeral,"The de la Mora family, their friends, acquaintances, and rivals gather for the funeral of Virginia de la Mora.",['comedy']
Furtive,"Park Ranger Pablo Silva remakes his life in his new destination, a forgotten and troubled place that few want to go to, the Pereyra Iraola Park. Soon, under an apparent tranquility, he discovers a network of poachers, traffc and hoaxes. His old hunter instinct will arise. He can hide from everyone, except himself.",['thriller']
Illegal Woman,An immigration lawyer and a Nigerian woman caught in a ring of corruption team up to uncover the truth behind a suspicious death in a detention center.,"['drama', 'crime', 'european']"
Not a Game,"This documentary offers an honest look at our fraught, complex relationship to video games from the perspectives of gamers and their concerned parents.","['documentation', 'drama']"
Leslie Jones: Time Machine,"From trying to seduce Prince to battling sleep apnea, Leslie Jones traces her evolution as an adult in a joyfully raw and outrageous stand-up special.",['comedy']
The Magic School Bus Rides Again: The Frizz Connection,"Lightning splits the Magic School Bus into three pieces, scattering the class across the globe with different versions of Ms. Frizzle aboard each bus!","['animation', 'family']"
Seriously Single,"Dineo is the definition of serial monogamist. She dates to fall in love; she falls in love to get married. But she never gets married. She always ends up being dumped. When she meets Lunga Sibiya, he seems to be the man she's waited her whole life for, a man who shares her values when it comes to love and relationships. Or so she thinks - Until she accidentally finds out that the man she was busy planning her forever with, had been planning his forever with someone else. After a messy breakup with Lunga, her commitment-phobic bestie, Noni, helps Dineo face what she dreads most: life as a single woman. Forced to move out of Lunga's apartment, Dineo seeks refuge with Noni. But letting go of another failed relationship is hard for Dineo. Now at her lowest point, Noni encourages Dineo to enjoy the spoils of singledom. Have fun. Meet new people. Become her own person. It's an intimidating notion for Dineo. She hasn't been single in years. But Noni is happy to be her guide. Together, they take the city night life by storm. But love is a difficult thing to avoid: Noni unexpectedly finds herself falling for an unlikely man and Dineo struggles to sidestep the traps of her romantic flaws. This is further complicated when Lunga realises the mistake he's made and declares his undying love to Dineo, wanting her back. Is Dineo strong enough to honour the new version of herself or will her fear of loneliness have her running back into Lunga's arms?","['comedy', 'romance']"
Four Sisters Before the Wedding,"After discovering that their parents' marriage is on the brink of ending, the Salazar siblings scheme to bring them back together in time for their 20th anniversary in a prequel to ""Four Sisters and a Wedding.""","['comedy', 'drama']"
Girl's Revenge,"At a birthday party, a sex video is filmed without consent and Ren Li-cha is the girl in the video. The clip circulates among the students and Li-cha is mocked and bullied as a result. Wu Yun-heng, a transfer student, went to the party with Li-cha. As she cannot stand how much Li-cha is suffering'  she is determined to find out about the truth behind the incident, fighting for her best friend. However, as she gets closer to the truth, she is about to shatter the peace in school.....",['drama']
Velvet Colección: Grand Finale,"Christmas 1969: the upcoming sale of Velvet brings the former and current staff together in Madrid for good memories, a second chance and a new beginning.","['comedy', 'romance']"
Aaviri,"A thriller film directed by Ravi Babu, starring Ravi Babu and Neha Chauhan in the lead roles.","['drama', 'thriller']"
A Home with a View,"A billboard wreaks havock in a Hong Kong family life. The Lo family live in an old  flat in the middle of a noisy neighborhood: father, mother, unemployed son, teenage daughter and his elderly, disabled father. Now a billboard is blocking their view and their already chaotic life becomes sheer madness.","['comedy', 'drama']"
The Claudia Kishi Club,"Asian American creatives pay passionate tribute to the iconic, stereotype-busting ""Baby-Sitters Club"" character in this heartfelt documentary short.",['documentation']
A Trash Truck Christmas,"When Santa crash-lands in the junkyard on Christmas Eve, Hank, Trash Truck and their animal friends all have a hand in rescuing the holiday for everyone.","['action', 'family', 'animation', 'comedy']"
RattleSnake: The Ahanna Story,"Ahanna, a young gentleman who decides to rob the life he always wanted and dreamt of. He assembles a group of men called ""The Armadas"" with several different skills, carrying out a series of spectacular heists. But things takes a swift u-turn and the gang suddenly find themselves with better enemies on both sides.",['drama']
The Bling Lagosians,"As each member of the Holloway family works to solve their problems, they prepare for Mopelola's party, which will clearly become the year's biggest society event. But the buzz about the party compels the Asset Management Corporation to foreclose on ST. IVES, the family business, after the death of Akin Holloway's his godfather Baba Eko, who had been protecting him. He must then fight a bigger battle: getting Mopelola to cancel her party and maintain a low profile to get them off the radar while he tries to save the business.",['drama']
Sitara,A Bangaldeshi housewife crosses the border to start her a new life where she struggles to deal with the pain and betrayal of her own family and making a living on her own.,"['drama', 'animation']"
Léa & I,"Best friends travel though Latin America meeting shamans, experimenting with plant medicines, and wondering about what makes a life well-lived when one of them might have half the time to live it.",['documentation']
Mundina Nildana,Three different people with three different goals set out on a liberating journey that is supposed to take them to their next destination in life.,"['drama', 'romance', 'comedy']"
Tuna Girl,A clumsy but cheerful fisheries student struggles to find her place at a research institute renowned for its tuna cultivation. The work isn't easy.,"['drama', 'comedy']"
Mo Gilligan: Momentum,"Mo Gilligan blends smooth moves and sharp humor as he riffs on humble beginnings, family dynamics and the complex art of dancing in the club.",['comedy']
